"Country","2","2.17","1.5","1.17","0.67","1.33","0.83","1","-0.33","3.17","1.83","0.17","-2.67","0.33","-0.67","-1.5","-3.5","-7.5","-5.17","-3.33","-5.67","-8.83","-10.5","-13.83","-23","-20.17","-21.33","-17.17","-25.33","-31.5","-34","-55.17","-49.17","-37","-37.83","-37.5","-37.33","-38.17","-47.33","-38.5","-42.33","-42.83","-44.83","-45","-45.33","-52.67","-45.5","-44.33","-44.67","-52","-47","-46.17","-45.83","-44.5","-50.17","-43.5","-40.5","-40.67","-40.17","-39.33","-38.67","-37.67","-36","-36.83","-36.67","-34.83","-35.83","-35.33","-35.67","-43","-33.5","-34.67","-36.5","-41.33","-38.33","-39.5","-32.5","-32.83","-30","-27.67","-27.83","-28.5","-28.17","-29.17","-35","-28.33","-26.83","0.5","0","-1","2.5","3","-2.83","-0.83","-4.33","-7","-4.67","-5.83","-8.17","-9.17","-13","-20.33","-16.83","-18.83","-15","-21.83","-28.83","-31.17","-51.67","-34.17","-35.5","-39.17","-39","-39.67","-39.83","-45.67","-41","-41.17","-40.83","-47.17","-41.67","-40.33","-38","-37.17","-36.17","-42.67","-46.83","-43.67","-41.5","-31.33","-29.67","-32.33","-30.17","5.17","4.5","4.17","4.33","2.67","5.83","5.33","2.33","3.33","5.67","6","4.83","5","7","8.17","7.33","8.5","-1.17","-3.83","-7.83","-14.67","-13.33","-16.33","-12","-18.67","-25.67","-30.83","-51.83","-44","-31","-33","-31.67","-35.17","-32","NA","-29.83","-29","-26.33","-25.83","-27","-31.83","-24.5","-24","-22.5","-20.67","-22.67","-21.67","-26","-27.33","-22.83","-29.33","-24.83","-17.67","-15.67","-15.5","-17","-15.33","1.67","-0.17","-3.67","-2.17","-4","-9.5","-6.83","-6.5","-10","-12.5","-23.67","-19.5","-58.17","-53","-51","-50.83","-50.5","-50.33","-57.83","-50","-57.33","-51.17","-51.5","-49.83","-53.33","-46.5","-42.5","-48.33","-36.33","-43.83","-46","-29.5","-26.5","-25","-28.67","-24.17","-24.67","-25.5","-27.17","-33.67","-23.17","-23.83","-24.33","-19.33","-18.33","-19.67","-21.5","-26.67","-17.33","-1.33","-0.5","-2.5","-8.5","-14.33","-11.17","-10.33","-16.67","-30.5","-27.5","-26.17","-30.33","-28","-30.67","-34.5","-19.83","-17.83","-18","3.67","-4.17","-3","-6","-12.67","-18.5","-20.83","-55.33","-45.17","-41.83","-49.33","-48.5","-46.33","-42.17","-34.33","-7.33","4","5.5","3.5","-9","3.83","-5.33","-14.83","-8","-5","-23.5","-16.17","-25.17","-21","-21.17","-22.33","-17.5","-9.33","-20","-15.83","-23.33","-1.83","6.17","2.83","4.67","-10.67","-11.83","-10.83","-16.5","-22.17","-19.17","-18.17","-11.33","-10.17","-8.67","-13.5","-11.5","-4.5","-2.33","6.33","-32.17","-6.17","-33.83","-33.17","-20.5","-22","-14.17","-4.83","-5.5","-1.67","-44.17","-42","-40","-43.17","-38.83","-14","-14.5","7.17","-6.33","-11.67","-12.33","-53.5","-58.33","-62","-62.17","-55.67","-53.67","-53.17","-57.67","-59.5","-49.67","-49.5","-54.33","-58.83","-49","-48.17","-55.5","-48.83","-54.83","-50.67","-52.33","-56.5","-46.67","-3.17","9.67","9.33","7.5","8.33","10.67","11.5","12.83","13.67","12.33","-8.33","8.67","-56","-59.33","-64","-64.17","-58","-58.5","-62.5","-56.33","-56.17","-54.67","-53.83","-60","-54.17","-51.33","-52.5","-54","-64.67","-52.17","-47.5","-47.83","-47.67","-48.67","-60.17","6.5","-9.83","-62.33","-55","-58.67","-57.5","-61.33","-12.83","14.17","13.5","11","12.67","9.83","13","10.17","12.17","20.5","10.33","14.83","12","9","12.5","-48","-52.83","-32.67","-59.83","-60.67","-56.83","-61.67","-63.5","-43.33","-7.17","-59.17","-61.83","-56.67","-57.17","-67.33","-54.5","-63.83","6.67","-60.5","-63.17","-55.83","-60.33","-61.17","-57","-65.17","-64.83","-62.67","14.33","21","16.17","6.83","-2","7.67","-11","-33.33","23.33","30.17","7.83","10.83","-7.67","-16","-61.5","8","9.5","10","8.83","-59","-59.67","-13.67","-15.17","-66.83","-19","-9.67","-69.5","-68.5","-69","-69.67","-68.17","-62.83","-61","-66","-64.5","-67.17","-68.67","-67.5","-67.83","-13.17","11.67","13.33","-63.33","13.83","18.17","9.17","11.83","11.33","-60.83","-67.67","-63.67","10.5","15","-6.67","19.5","-12.17","14.5","15.67","15.17","16.67","14","17.17","14.67","19.33","-66.5","-66.17","20.17","16","15.33","11.17","27.5","20.67","21.17","18.5","17.33","39.5","18.33","24.67","20.33","-65.67","-65","18.83","19","38.83","22.67","23","26.83","27","26.17","44.67","16.83","17.83","26","22.5","26.33","21.67","15.83","20.83","15.5","-67","-66.67","-65.33","-64.33","-63","-69.17","-68.33","-65.83","-69.33","-68.83","-68","29.5","18.67","39.17","47.33","13.17","17","-69.83","-70.33","31.33","34.5","16.5","25.17","24","33.67","27.17","23.83","20","37.83","57","30.33","46.83","51","40.33","67.17","54.17","21.33","33.33","19.83","16.33","32.67","24.17","52","30.67","64.83","24.33","19.17","21.5","27.33","24.5","30.5","26.5","17.67","-65.5","23.67","22.83","28.33","-66.33","17.5","22","29.33","25.5","24.83","18","39.33","53.17","43.67","19.67","35.5","67.83","108.5","50.67","43.17","76.33","22.17","37.17","42","42.33","25","31.83","47.17","54.5","65.5","50.17","33.17","29.17","29.67","37.67","34.83","31.67","53","26.67","52.67","47.83","54","25.83","29.83","30","34","47.67","36.5","31","28.5","27.67","36.33","47","44.83","40.83","33","51.67","38.33","50.33","36.83","37","64.33","45.17","41.17","32.33","28.17","25.33","30.83","22.33","23.5","27.83","21.83","39.83","36.67","37.5","57.67","58.83","28.67","44","31.5","59.17","46.5","32.83","35","55","52.33","40.17","28.83","40","32.17","36","35.33","74.33","32.5","52.83","45","73.5","77.17","91.5","-73.17","-71.83","156.5","140","127.83","110.17","97.67","102.83","135","154.67","142","129","112.83","108","108.33","131.17","61","81.17","68.5","78.5","222.33","270.83","236.17","266.83","213.83","272.17","287.17","277.17","259.5","247.67","226.5","196.33","187","100.17","72.17","83.17","94.67","76.67","69","69.17","96.83","87.33","100.83","75.83","75.67","68.17","79.33","102.33","113.33","96.67","89.33","25.67","53.5","118.5","100.67","95.5","145.83","149.83","152.83","127.17","98.17","104","157.33","190.33","170.33","134.33","151.83","143.33","146","185.67","182","179.5","169.5","164.17","153","151.67","193.67","193.5","194","23.17","-70","-70.83","-70.67","29","-71","58.33","54.83","75.17","57.5","28","34.17","34.67","40.5","39.67","68.33","60.33","44.17","38","44.33","57.17","64","45.5","35.17","48","36.17","41.5","35.67","38.67","56.5","41.83","63.83","40.67","43.5","51.5","-71.17","-70.17","-71.5","-71.33","-71.67","37.33","42.17","-70.5","39","38.5","48.33","38.17","49.67","61.67","43.33","50.5","59.67","35.83","31.17","41","49","45.67","43","33.5","32","33.83","51.83","34.33","46.67","41.33","42.67","43.83","55.67","63.5","42.83","60.5","45.33","42.5","75","65","48.67","45.83","41.67","46.33","44.5","63","65.33","47.5","52.17","51.17","49.33","54.33","50","55.17","48.17"
"Afghanistan",
