"FIPS","Lean"
1001,0.753774680603949
1003,0.797922072234812
1005,0.528232445520581
1007,0.782396655829076
1009,0.913811712972217
1011,0.244111349036403
1013,0.568100150689695
1015,0.712798490467825
1017,0.575548543333089
1019,0.852666666666667
1021,0.838205869275233
1023,0.569092169092169
1025,0.553960741717744
1027,0.809163838321506
1029,0.893920595533499
1031,0.789958200636943
1033,0.696067836062848
1035,0.526153846153846
1037,0.654851830331203
1039,0.847515012137473
1041,0.730613566456209
1043,0.896757006551227
1045,0.75780692607431
1047,0.310818791946309
1049,0.855276301594278
1051,0.765972780441833
1053,0.683287482806052
1055,0.755999532655684
1057,0.831310378994303
1059,0.811626511189231
1061,0.867610035593367
1063,0.172747887033601
1065,0.399219929542023
1067,0.710752145381121
1069,0.742365674526479
1071,0.819464241828459
1073,0.462102379295092
1075,0.848957573990378
1077,0.737074317719479
1079,0.749170124481328
1081,0.619854244632657
1083,0.754301284546516
1085,0.263943322279168
1087,0.159053017672558
1089,0.587625211694739
1091,0.482393067846608
1093,0.887297339839446
1095,0.85601756954612
1097,0.568528768335107
1099,0.572232645403377
1101,0.365942379922298
1103,0.769101354123923
1105,0.268973427642898
1107,0.578701739499364
1109,0.603419876068711
1111,0.770808323329332
1113,0.49018042471659
1115,0.849919441460795
1117,0.760648770274071
1119,0.249881460407776
1121,0.629723537498091
1123,0.711243656150264
1125,0.600402591683965
1127,0.843653304592706
1129,0.71791825095057
1131,0.285878867676103
1133,0.913663366336634
4001,0.325395885163685
4003,0.616837205217162
4005,0.394453580505307
4007,0.669435921642672
4009,0.708546706692566
4011,0.634048257372654
4012,0.717640731444962
4013,0.515326132825105
4015,0.769531404729525
4017,0.555594556647586
4019,0.427015294996799
4021,0.603250739369237
4023,0.250016039006865
4025,0.667134306023195
4027,0.505625879043601
5001,0.663660017346054
5003,0.689129873483088
5005,0.778844623627394
5007,0.684898060218732
5009,0.807004814985819
5011,0.621660442401609
5013,0.708883826879271
5015,0.670023696682464
5017,0.422036399409739
5019,0.548853439680957
5021,0.759236947791165
5023,0.818236871701704
5025,0.772998430141287
5027,0.634713820381573
5029,0.646102598267821
5031,0.684774154950643
5033,0.788041938226126
5035,0.452972551060232
5037,0.696339055142033
5039,0.56432311144353
5041,0.462744152399325
5043,0.626559292594347
5045,0.667333712336555
5047,0.785502727981294
5049,0.76487439400617
5051,0.679384342934528
5053,0.806565229642153
5055,0.777318541077514
5057,0.649306580112127
5059,0.721844360038866
5061,0.700310559006211
5063,0.775220410392447
5065,0.784093113482056
5067,0.67360824742268
5069,0.369674686276077
5071,0.715073961023714
5073,0.63010752688172
5075,0.762905950816595
5077,0.414642375168691
5079,0.662260588076612
5081,0.720711715313874
5083,0.770138051199571
5085,0.778939973460308
5087,0.756292203806016
5089,0.788183161004431
5091,0.725509089741119
5093,0.554630429659885
5095,0.531595858621921
5097,0.779416101445002
5099,0.63351282863478
5101,0.804420817011751
5103,0.553246484698098
5105,0.741434557554843
5107,0.362048549437537
5109,0.821382007822686
5111,0.745326469791384
5113,0.845210727969349
5115,0.764772299585999
5117,0.754745405242543
5119,0.406130039580723
5121,0.759858442871587
5123,0.442153335178522
5125,0.730124798957633
5127,0.819381938193819
5129,0.830989876265467
5131,0.703092186255341
5133,0.753270599036034
5135,0.786015409216456
5137,0.773702031602709
5139,0.641039789099381
5141,0.776511325926995
5143,0.554180807567943
5145,0.803025107631348
5147,0.546450304259635
5149,0.756898817345598
6001,0.157052478535081
6003,0.393829401088929
6005,0.635878464430833
6007,0.520625987475637
6009,0.62973665812165
6011,0.571635544108178
6013,0.266416691365513
6015,0.595660749506903
6017,0.574972854957911
6019,0.46742153057764
6021,0.653789675816108
6023,0.356252302561418
6025,0.280002644861255
6027,0.57382142374713
6029,0.567671165665672
6031,0.570577105014191
6033,0.479701289884589
6035,0.773014901000204
6037,0.238007895224246
6039,0.578343980587332
6041,0.166855715139717
6043,0.624172384735765
6045,0.330269663602997
6047,0.434950486054329
6049,0.754547998880493
6051,0.432227682227682
6053,0.281449876192704
6055,0.307560501678149
6057,0.472803431947873
6059,0.453982556760352
6061,0.56412506596619
6063,0.610429102376394
6065,0.471389287320812
6067,0.367942195993889
6069,0.385080051075533
6071,0.443149755012882
6073,0.39379282946024
6075,0.098460702454725
6077,0.42338379510616
6079,0.455614053589246
6081,0.19583112189878
6083,0.344725302280636
6085,0.220599838540159
6087,0.19065827151682
6089,0.69895651939146
6091,0.635536688902365
6093,0.610551816958277
6095,0.336530982628986
6097,0.242670279405031
6099,0.490155550421191
6101,0.581594777934212
6103,0.694704748240147
6105,0.559490648627139
6107,0.550593101885082
6109,0.614640533919067
6111,0.404998087076287
6113,0.274721489978938
6115,0.624762808349146
8001,0.45336277173913
8003,0.488532477947073
8005,0.422668611747034
8007,0.630396215257244
8009,0.861001964636542
8011,0.668166479190101
8013,0.238277787371208
8014,0.421344360373042
8015,0.524467360638194
8017,0.875118259224219
8019,0.485482654600302
8021,0.519402985074627
8023,0.343257443082312
8025,0.760930888575458
8027,0.721133659902029
8029,0.740376064032524
8031,0.20404177827829
8033,0.795952782462057
8035,0.599036383811248
8037,0.38936290008229
8039,0.788799784352045
8041,0.62397036603792
8043,0.740584749498017
8045,0.538130557718313
8047,0.489375
8049,0.572338257768721
8051,0.390756801710823
8053,0.632462686567164
8055,0.535551763367463
8057,0.78625
8059,0.462203088779842
8061,0.888888888888889
8063,0.846988295746503
8065,0.44005544005544
8067,0.447744735344337
8069,0.472576086279263
8071,0.583333333333333
8073,0.822251195132551
8075,0.797328369648527
8077,0.696131901325726
8079,0.592082616179002
8081,0.858553163942385
8083,0.664045323862675
8085,0.724607013301088
8087,0.721051699716714
8089,0.626095794689366
8091,0.443241469816273
8093,0.642005023022185
8095,0.804220925011226
8097,0.258018820196297
8099,0.748569005723977
8101,0.502703077349598
8103,0.86488999070344
8105,0.606567046795124
8107,0.407638347622759
8109,0.447347893915757
8111,0.447916666666667
8113,0.257734530938124
8115,0.791731669266771
8117,0.347956607764208
8119,0.730071920887024
8121,0.885934489402697
8123,0.622318746447999
8125,0.841346153846154
9001,0.3962998447747
9003,0.381323087375443
9005,0.57151013724603
9007,0.461471789513678
9009,0.4361578140554
9011,0.464671296933022
9013,0.470343878954608
9015,0.541597425271882
10001,0.525873589036422
10003,0.344242565729098
10005,0.614170524994114
11001,0.0430481165814592
12001,0.381838342002707
12003,0.829759793648235
12005,0.74048409948685
12007,0.752977950494213
12009,0.603090270523038
12011,0.3204719313349
12013,0.789518317503392
